Url,Name,Type,Official,Update
https://minermasters.store/,minermasters.store/,Scalper,,
https://miners-helium.com,miners-helium.com,Scam,,
https://miners-resell.com,miners-resell.com,Scam,,
https://miners.ws,miners.ws,Scam,,
https://mntdminer.co.uk,mntdminer.co.uk,Scam Sales,https://getmntd.com/,
https://mntdstock.store,mntdstock.store/,Scam Sales,https://getmntd.com/,
https://nebra-hnt-miners.com,nebra-hnt-miners.com,Scam Sales,https://www.nebra.com/collections/helium-hotspot-miners-hnt,
https://nebra-miners.com,nebra-miners.com,Scam Sales,https://www.nebra.com/collections/helium-hotspot-miners-hnt,
https://nebra-store.com,nebra-store.com,Scam Sales,https://www.nebra.com/collections/helium-hotspot-miners-hnt,
https://outlanes.de,outlanes.de,Scam,,
http://pantechminer.org/,pantechminer.org/,Scam Sales,https://www.bobcatminer.com,
https://www.pantherhnt.com/,pantherhnt.com,Fake Site,https://panther.global/,1
https://www.perperp.com,perperp.com,Scam,,
https://pisces-miner.com,pisces-miner.com,Scam Sales,https://www.piscesiot.com/#/home,
https://www.piscesiot.com,piscesiot.com,Scam Sales,https://www.piscesiot.com/#/home,
https://puremineralcosmetics.comcollections/hnt-miners,puremineralcosmetics.com,Scam,,
https://rak-miner.com,rak-miner.com,Scam Sales,https://getmntd.com/,
https://rakminerv2.com,rakminerv2.com,Scam Sales,https://getmntd.com/,
https://rakwireless.co.uk,rakwireless.co.uk,Scam Sales,https://getmntd.com/,
https://rakwireless.shop,rakwireless.shop,Scam Sales,https://getmntd.com/,
https://reauthenticator.online,reauthenticator.online,Wallet Scam,,
https://regaldeals.shop/?product=bobcat-miner-300,regaldeals.shop,Scam Sales,https://www.bobcatminer.com,
https://risinghfstore.com,risinghfstore.com,Fake Site,https://risinghf.com/product/detail/26,
https://robotaids.co,robotaids.co,Wallet Scam,,
https://rsale.store,rsale.store,Scam Sales,,
https://www.sagaminer.com,sagaminer.com,Scam,,
https://www.sdfelectronics.com,sdfelectronics.com,Scam,,
https://sencecapminer.com,sencecapminer.com,Scam Sales,https://www.sensecapmx.com/docs/resources/distributors/,
https://sense-cap.mx,sense-cap.mx,Scam Sales,https://www.sensecapmx.com/docs/resources/distributors/,
https://sensecap-miners.com,sensecap-miners.com,Scam Sales,https://www.sensecapmx.com/docs/resources/distributors/,
https://sensecap.com.mx,sensecap.com.mx,Scam Sales,https://www.sensecapmx.com/docs/resources/distributors/,
https://sensecap.mx,sensecap.mx,Scam Sales,https://www.sensecapmx.com/docs/resources/distributors/,
https://sensecap.net,sensecap.net,Scam Sales,https://www.sensecapmx.com/docs/resources/distributors/,
https://sensecap.store,sensecap.store,Scam Sales,https://www.sensecapmx.com/docs/resources/distributors/,
https://sensecapeurope.com/,sensecapeurope.com,Fake Site,https://www.sensecapmx.com/docs/resources/distributors/,
https://www.sensecapm1.es,sensecapm1.es,Scam Sales,https://www.sensecapmx.com/docs/resources/distributors/,
https://www.sensecapminer.org/,Sensecapminer.org,Fake Site,https://www.sensecapmx.com/docs/resources/distributors/,
https://sensecapmx.net,sensecapmx.net,Scam Sales,https://www.sensecapmx.com/docs/resources/distributors/,
https://sensecapmxtr.com,sensecapmxtr.com,Fake Site,https://www.sensecapmx.com/docs/resources/distributors/,
https://shopbobcatminer.com,shopbobcatminer.com,Scam Sales,https://www.bobcatminer.com,
https://smart-electronics-shop.com/,smart-electronics-shop.com,Scalper at best,,
https://starnotics.com,starnotics.com/,Scam Sales,https://www.bobcatminer.com,
https://www.starpark.io/,starpark.io,Scam,,1
https://supplier-rak.com,supplier-rak.com,Scam Sales,https://getmntd.com/,
https://supportfix.online,supportfix.online,Wallet Scam,,
https://syncdappconnect.com/,syncdappconnect.com/,Wallet Scam,,
https://syncmywalets.live,syncmywalets.live,Wallet Scam,,
https://syncrobit-miner.com,syncrobit-miner.com,Scam Sales,https://shop.syncrob.it/collections/all,
https://syncrobit.net,syncrobit.net,Fake Site,https://shop.syncrob.it/collections/all,
https://t.me/HeliumOfficialGroup,t.me/HeliumOfficialGroup,Scam,,
https://teibai.com,teibai.com,Scam Sales,https://www.bobcatminer.com,
https://token-club.com,token-club.com,Wallet Scam,,
https://token-sets.com,token-sets.com,Wallet Scam,,
https://support.tokenapiconnect.live,tokenapiconnect.live,Wallet Scam,,
https://tokenmainnetchains.org,tokenmainnetchains.org,Wallet Scam,,
https://tokthings.co/products/helium-iot-miner-2-0,tokthings.co/products/helium-iot-miner-2-0,Scam,,
https://www.toktrends.club/product/helium-iot-miner-founders-edition,toktrends.club/product/helium-iot-miner-founders-edition,Scam,,
https://twitter.comBOBCAT_iot,twitter.comBOBCAT_iot,Scam Sales,https://www.bobcatminer.com,
https://ultrax.store,ultrax.store,Scam,,
https://wall-bit.com,wall-bit.com,Wallet Scam,,
https://walletconectdapps.live,walletconectdapps.live,Wallet Scam,,
https://walletmainnetdap.com,walletmainnetdap.com,Wallet Scam,,
https://walletsdappsync.me,walletsdappsync.me,Wallet Scam,,
https://waytohelium.com,waytohelium.com,Scam,,
https://webshop.ideetron.nl/HELO-8,webshop.ideetron.nl,Scam,,
https://worldtechglobal.com,worldtechglobal.com,Scam ,,
https://xprimeshop.net/bobcat_helium_miner_300,xprimeshop.net,Scam Sales,https://www.bobcatminer.com,
https://zavielectronicsltd.com,zavielectronicsltd.com,Scam Sales,,
https://heliuminerhnt.com/,heliuminerhnt.com,Scam Sales,https://www.bobcatminer.com,1
https://www.astro-miner.com/,astro-miner.com,Scam Sales,,1
https://globalstoreslimited.com/,,Scam Sales,,1
